Order,Customer Id,Product,Region,OrderDate,Quantity,UnitPrice,Total Revenue,Total Revnue by Region
1001,Cus1376,Shirt,North,1/31/2023,5,20,100," 340,080.00 "
1002,Cus1103,Shoes,South,2/28/2023,10,50,500," 815,320.00 "
1003,Cus1255,Hat,East,3/31/2023,7,15,105," 427,280.00 "
1004,Cus1015,Socks,West,4/30/2023,3,5,15," 263,780.00 "
1005,Cus1110,Jacket,North,5/31/2023,2,60,120," 339,980.00 "
1006,Cus1227,Gloves,South,6/30/2023,8,25,200," 814,820.00 "
1007,Cus1251,Shirt,East,7/31/2023,12,40,480," 427,175.00 "
1008,Cus1264,Shoes,West,8/31/2023,4,15,60," 263,765.00 "
1009,Cus1246,Hat,North,9/30/2023,7,10,70," 339,860.00 "
1010,Cus1201,Socks,South,10/31/2023,9,30,270," 814,620.00 "
1011,Cus1084,Jacket,East,11/30/2023,6,35,210," 426,695.00 "
1012,Cus1221,Gloves,West,12/31/2023,5,20,100," 263,705.00 "
1013,Cus1211,Shirt,North,1/31/2024,8,50,400," 339,790.00 "
1014,Cus1079,Shoes,South,2/29/2024,10,60,600," 814,350.00 "
1015,Cus1003,Hat,East,3/31/2024,11,10,110," 426,485.00 "
1016,Cus1200,Socks,West,4/30/2024,4,20,80," 263,605.00 "
1017,Cus1262,Jacket,North,5/31/2024,3,30,90," 339,390.00 "
1018,Cus1075,Gloves,South,6/30/2024,12,25,300," 813,750.00 "
1019,Cus1430,Shoes,East,7/31/2024,5,15,75," 426,375.00 "
1020,Cus1269,Hat,West,8/31/2024,7,50,350," 263,525.00 "
1001,Cus1043,Shirt,North,1/31/2023,5,20,100," 339,300.00 "
1002,Cus1052,Shoes,South,2/28/2023,10,50,500," 813,450.00 "
1003,Cus1129,Hat,East,3/31/2023,7,15,105," 426,300.00 "
1004,Cus1253,Socks,West,4/30/2023,3,5,15," 263,175.00 "
1005,Cus1290,Jacket,North,5/31/2023,2,60,120," 339,200.00 "
1006,Cus1436,Gloves,South,6/30/2023,8,25,200," 812,950.00 "
1007,Cus1371,Shirt,East,7/31/2023,12,40,480," 426,195.00 "
1008,Cus1292,Shoes,West,8/31/2023,4,15,60," 263,160.00 "
1009,Cus1421,Hat,North,9/30/2023,7,10,70," 339,080.00 "
1010,Cus1247,Socks,South,10/31/2023,9,30,270," 812,750.00 "
1011,Cus1162,Jacket,East,11/30/2023,6,35,210," 425,715.00 "
1012,Cus1103,Gloves,West,12/31/2023,5,20,100," 263,100.00 "
1013,Cus1308,Shirt,North,1/31/2024,8,50,400," 339,010.00 "
1014,Cus1171,Shoes,South,2/29/2024,10,60,600," 812,480.00 "
1015,Cus1067,Hat,East,3/31/2024,11,10,110," 425,505.00 "
1016,Cus1488,Socks,West,4/30/2024,4,20,80," 263,000.00 "
1017,Cus1242,Jacket,North,5/31/2024,3,30,90," 338,610.00 "
1018,Cus1108,Gloves,South,6/30/2024,12,25,300," 811,880.00 "
1019,Cus1038,Shoes,East,7/31/2024,5,15,75," 425,395.00 "
1020,Cus1283,Hat,West,8/31/2024,7,50,350," 262,920.00 "
1001,Cus1368,Shirt,North,1/31/2023,5,20,100," 338,520.00 "
1002,Cus1300,Shoes,South,2/28/2023,10,50,500," 811,580.00 "
1003,Cus1271,Hat,East,3/31/2023,7,15,105," 425,320.00 "
1004,Cus1019,Socks,West,4/30/2023,3,5,15," 262,570.00 "
1005,Cus1183,Jacket,North,5/31/2023,2,60,120," 338,420.00 "
1006,Cus1410,Gloves,South,6/30/2023,8,25,200," 811,080.00 "
1007,Cus1168,Shirt,East,7/31/2023,12,40,480," 425,215.00 "
1008,Cus1353,Shoes,West,8/31/2023,4,15,60," 262,555.00 "
1009,Cus1439,Hat,North,9/30/2023,7,10,70," 338,300.00 "
1010,Cus1016,Socks,South,10/31/2023,9,30,270," 810,880.00 "
1011,Cus1452,Jacket,East,11/30/2023,6,35,210," 424,735.00 "
1012,Cus1030,Gloves,West,12/31/2023,5,20,100," 262,495.00 "
1013,Cus1255,Shirt,North,1/31/2024,8,50,400," 338,230.00 "
1014,Cus1110,Shoes,South,2/29/2024,10,60,600," 810,610.00 "
1015,Cus1212,Hat,East,3/31/2024,11,10,110," 424,525.00 "
1016,Cus1438,Socks,West,4/30/2024,4,20,80," 262,395.00 "
1017,Cus1477,Jacket,North,5/31/2024,3,30,90," 337,830.00 "
1018,Cus1329,Gloves,South,6/30/2024,12,25,300," 810,010.00 "
1019,Cus1169,Shoes,East,7/31/2024,5,15,75," 424,415.00 "
1020,Cus1123,Hat,West,8/31/2024,7,50,350," 262,315.00 "
1001,Cus1098,Shirt,North,1/31/2023,5,20,100," 337,740.00 "
1002,Cus1261,Shoes,South,2/28/2023,10,50,500," 809,710.00 "
1003,Cus1191,Hat,East,3/31/2023,7,15,105," 424,340.00 "
1004,Cus1254,Socks,West,4/30/2023,3,5,15," 261,965.00 "
1005,Cus1310,Jacket,North,5/31/2023,2,60,120," 337,640.00 "
1006,Cus1154,Gloves,South,6/30/2023,8,25,200," 809,210.00 "
1007,Cus1451,Shirt,East,7/31/2023,12,40,480," 424,235.00 "
1008,Cus1249,Shoes,West,8/31/2023,4,15,60," 261,950.00 "
1009,Cus1354,Hat,North,9/30/2023,7,10,70," 337,520.00 "
1010,Cus1362,Socks,South,10/31/2023,9,30,270," 809,010.00 "
1011,Cus1129,Jacket,East,11/30/2023,6,35,210," 423,755.00 "
1012,Cus1470,Gloves,West,12/31/2023,5,20,100," 261,890.00 "
1013,Cus1204,Shirt,North,1/31/2024,8,50,400," 337,450.00 "
1014,Cus1060,Shoes,South,2/29/2024,10,60,600," 808,740.00 "
1015,Cus1067,Hat,East,3/31/2024,11,10,110," 423,545.00 "
1016,Cus1118,Socks,West,4/30/2024,4,20,80," 261,790.00 "
1017,Cus1406,Jacket,North,5/31/2024,3,30,90," 337,050.00 "
1018,Cus1482,Gloves,South,6/30/2024,12,25,300," 808,140.00 "
1019,Cus1476,Shoes,East,7/31/2024,5,15,75," 423,435.00 "
1020,Cus1458,Hat,West,8/31/2024,7,50,350," 261,710.00 "
1001,Cus1025,Shirt,North,1/31/2023,5,20,100," 336,960.00 "
1002,Cus1312,Shoes,South,2/28/2023,10,50,500," 807,840.00 "
1003,Cus1428,Hat,East,3/31/2023,7,15,105," 423,360.00 "
1004,Cus1378,Socks,West,4/30/2023,3,5,15," 261,360.00 "
1005,Cus1252,Jacket,North,5/31/2023,2,60,120," 336,860.00 "
1006,Cus1366,Gloves,South,6/30/2023,8,25,200," 807,340.00 "
1007,Cus1026,Shirt,East,7/31/2023,12,40,480," 423,255.00 "
1008,Cus1086,Shoes,West,8/31/2023,4,15,60," 261,345.00 "
1009,Cus1161,Hat,North,9/30/2023,7,10,70," 336,740.00 "
1010,Cus1160,Socks,South,10/31/2023,9,30,270," 807,140.00 "
1011,Cus1022,Jacket,East,11/30/2023,6,35,210," 422,775.00 "
1012,Cus1173,Gloves,West,12/31/2023,5,20,100," 261,285.00 "
1013,Cus1357,Shirt,North,1/31/2024,8,50,400," 336,670.00 "
1014,Cus1116,Shoes,South,2/29/2024,10,60,600," 806,870.00 "
1015,Cus1182,Hat,East,3/31/2024,11,10,110," 422,565.00 "
1016,Cus1354,Socks,West,4/30/2024,4,20,80," 261,185.00 "
1017,Cus1381,Jacket,North,5/31/2024,3,30,90," 336,270.00 "
1018,Cus1275,Gloves,South,6/30/2024,12,25,300," 806,270.00 "
1019,Cus1392,Shoes,East,7/31/2024,5,15,75," 422,455.00 "
1020,Cus1226,Hat,West,8/31/2024,7,50,350," 261,105.00 "
1001,Cus1435,Shirt,North,1/31/2023,5,20,100," 336,180.00 "
1002,Cus1027,Shoes,South,2/28/2023,10,50,500," 805,970.00 "
1003,Cus1414,Hat,East,3/31/2023,7,15,105," 422,380.00 "
1004,Cus1338,Socks,West,4/30/2023,3,5,15," 260,755.00 "
1005,Cus1395,Jacket,North,5/31/2023,2,60,120," 336,080.00 "
1006,Cus1251,Gloves,South,6/30/2023,8,25,200," 805,470.00 "
1007,Cus1053,Shirt,East,7/31/2023,12,40,480," 422,275.00 "
1008,Cus1382,Shoes,West,8/31/2023,4,15,60," 260,740.00 "
1009,Cus1281,Hat,North,9/30/2023,7,10,70," 335,960.00 "
1010,Cus1408,Socks,South,10/31/2023,9,30,270," 805,270.00 "
1011,Cus1485,Jacket,East,11/30/2023,6,35,210," 421,795.00 "
1012,Cus1212,Gloves,West,12/31/2023,5,20,100," 260,680.00 "
1013,Cus1398,Shirt,North,1/31/2024,8,50,400," 335,890.00 "
1014,Cus1129,Shoes,South,2/29/2024,10,60,600," 805,000.00 "
1015,Cus1209,Hat,East,3/31/2024,11,10,110," 421,585.00 "
1016,Cus1106,Socks,West,4/30/2024,4,20,80," 260,580.00 "
1017,Cus1237,Jacket,North,5/31/2024,3,30,90," 335,490.00 "
1018,Cus1261,Gloves,South,6/30/2024,12,25,300," 804,400.00 "
1019,Cus1346,Shoes,East,7/31/2024,5,15,75," 421,475.00 "
1020,Cus1008,Hat,West,8/31/2024,7,50,350," 260,500.00 "
1001,Cus1470,Shirt,North,1/31/2023,5,20,100," 335,400.00 "
1002,Cus1171,Shoes,South,2/28/2023,10,50,500," 804,100.00 "
1003,Cus1149,Hat,East,3/31/2023,7,15,105," 421,400.00 "
1004,Cus1007,Socks,West,4/30/2023,3,5,15," 260,150.00 "
1005,Cus1464,Jacket,North,5/31/2023,2,60,120," 335,300.00 "
1006,Cus1013,Gloves,South,6/30/2023,8,25,200," 803,600.00 "
1007,Cus1220,Shirt,East,7/31/2023,12,40,480," 421,295.00 "
1008,Cus1216,Shoes,West,8/31/2023,4,15,60," 260,135.00 "
1009,Cus1015,Hat,North,9/30/2023,7,10,70," 335,180.00 "
1010,Cus1237,Socks,South,10/31/2023,9,30,270," 803,400.00 "
1011,Cus1344,Jacket,East,11/30/2023,6,35,210," 420,815.00 "
1012,Cus1482,Gloves,West,12/31/2023,5,20,100," 260,075.00 "
1013,Cus1338,Shirt,North,1/31/2024,8,50,400," 335,110.00 "
1014,Cus1228,Shoes,South,2/29/2024,10,60,600," 803,130.00 "
1015,Cus1148,Hat,East,3/31/2024,11,10,110," 420,605.00 "
1016,Cus1466,Socks,West,4/30/2024,4,20,80," 259,975.00 "
1017,Cus1041,Jacket,North,5/31/2024,3,30,90," 334,710.00 "
1018,Cus1195,Gloves,South,6/30/2024,12,25,300," 802,530.00 "
1019,Cus1390,Shoes,East,7/31/2024,5,15,75," 420,495.00 "
1020,Cus1339,Hat,West,8/31/2024,7,50,350," 259,895.00 "
1001,Cus1306,Shirt,North,1/31/2023,5,20,100," 334,620.00 "
1002,Cus1154,Shoes,South,2/28/2023,10,50,500," 802,230.00 "
1003,Cus1135,Hat,East,3/31/2023,7,15,105," 420,420.00 "
1004,Cus1211,Socks,West,4/30/2023,3,5,15," 259,545.00 "
1005,Cus1097,Jacket,North,5/31/2023,2,60,120," 334,520.00 "
1006,Cus1047,Gloves,South,6/30/2023,8,25,200," 801,730.00 "
1007,Cus1247,Shirt,East,7/31/2023,12,40,480," 420,315.00 "
1008,Cus1258,Shoes,West,8/31/2023,4,15,60," 259,530.00 "
1009,Cus1244,Hat,North,9/30/2023,7,10,70," 334,400.00 "
1010,Cus1021,Socks,South,10/31/2023,9,30,270," 801,530.00 "
1011,Cus1093,Jacket,East,11/30/2023,6,35,210," 419,835.00 "
1012,Cus1348,Gloves,West,12/31/2023,5,20,100," 259,470.00 "
1013,Cus1383,Shirt,North,1/31/2024,8,50,400," 334,330.00 "
1014,Cus1462,Shoes,South,2/29/2024,10,60,600," 801,260.00 "
1015,Cus1397,Hat,East,3/31/2024,11,10,110," 419,625.00 "
1016,Cus1132,Socks,West,4/30/2024,4,20,80," 259,370.00 "
1017,Cus1135,Jacket,North,5/31/2024,3,30,90," 333,930.00 "
1018,Cus1467,Gloves,South,6/30/2024,12,25,300," 800,660.00 "
1019,Cus1008,Shoes,East,7/31/2024,5,15,75," 419,515.00 "
1020,Cus1439,Hat,West,8/31/2024,7,50,350," 259,290.00 "
1001,Cus1035,Shirt,North,1/31/2023,5,20,100," 333,840.00 "
1002,Cus1362,Shoes,South,2/28/2023,10,50,500," 800,360.00 "
1003,Cus1036,Hat,East,3/31/2023,7,15,105," 419,440.00 "
1004,Cus1248,Socks,West,4/30/2023,3,5,15," 258,940.00 "
1005,Cus1105,Jacket,North,5/31/2023,2,60,120," 333,740.00 "
1006,Cus1431,Gloves,South,6/30/2023,8,25,200," 799,860.00 "
1007,Cus1453,Shirt,East,7/31/2023,12,40,480," 419,335.00 "
1008,Cus1138,Shoes,West,8/31/2023,4,15,60," 258,925.00 "
1009,Cus1386,Hat,North,9/30/2023,7,10,70," 333,620.00 "
1010,Cus1436,Socks,South,10/31/2023,9,30,270," 799,660.00 "
1011,Cus1332,Jacket,East,11/30/2023,6,35,210," 418,855.00 "
1012,Cus1321,Gloves,West,12/31/2023,5,20,100," 258,865.00 "
1013,Cus1054,Shirt,North,1/31/2024,8,50,400," 333,550.00 "
1014,Cus1375,Shoes,South,2/29/2024,10,60,600," 799,390.00 "
1015,Cus1379,Hat,East,3/31/2024,11,10,110," 418,645.00 "
1016,Cus1473,Socks,West,4/30/2024,4,20,80," 258,765.00 "
1017,Cus1496,Jacket,North,5/31/2024,3,30,90," 333,150.00 "
1018,Cus1290,Gloves,South,6/30/2024,12,25,300," 798,790.00 "
1019,Cus1380,Shoes,East,7/31/2024,5,15,75," 418,535.00 "
1020,Cus1046,Hat,West,8/31/2024,7,50,350," 258,685.00 "
1001,Cus1114,Shirt,North,1/31/2023,5,20,100," 333,060.00 "
1002,Cus1215,Shoes,South,2/28/2023,10,50,500," 798,490.00 "
1003,Cus1374,Hat,East,3/31/2023,7,15,105," 418,460.00 "
1004,Cus1314,Socks,West,4/30/2023,3,5,15," 258,335.00 "
1005,Cus1179,Jacket,North,5/31/2023,2,60,120," 332,960.00 "
1006,Cus1007,Gloves,South,6/30/2023,8,25,200," 797,990.00 "
1007,Cus1135,Shirt,East,7/31/2023,12,40,480," 418,355.00 "
1008,Cus1202,Shoes,West,8/31/2023,4,15,60," 258,320.00 "
1009,Cus1463,Hat,North,9/30/2023,7,10,70," 332,840.00 "
1010,Cus1284,Socks,South,10/31/2023,9,30,270," 797,790.00 "
1011,Cus1318,Jacket,East,11/30/2023,6,35,210," 417,875.00 "
1012,Cus1061,Gloves,West,12/31/2023,5,20,100," 258,260.00 "
1013,Cus1205,Shirt,North,1/31/2024,8,50,400," 332,770.00 "
1014,Cus1299,Shoes,South,2/29/2024,10,60,600," 797,520.00 "
1015,Cus1192,Hat,East,3/31/2024,11,10,110," 417,665.00 "
1016,Cus1362,Socks,West,4/30/2024,4,20,80," 258,160.00 "
1017,Cus1002,Jacket,North,5/31/2024,3,30,90," 332,370.00 "
1018,Cus1406,Gloves,South,6/30/2024,12,25,300," 796,920.00 "
1019,Cus1013,Shoes,East,7/31/2024,5,15,75," 417,555.00 "
1020,Cus1211,Hat,West,8/31/2024,7,50,350," 258,080.00 "
1001,Cus1266,Shirt,North,1/31/2023,5,20,100," 332,280.00 "
1002,Cus1295,Shoes,South,2/28/2023,10,50,500," 796,620.00 "
1003,Cus1218,Hat,East,3/31/2023,7,15,105," 417,480.00 "
1004,Cus1019,Socks,West,4/30/2023,3,5,15," 257,730.00 "
1005,Cus1029,Jacket,North,5/31/2023,2,60,120," 332,180.00 "
1006,Cus1007,Gloves,South,6/30/2023,8,25,200," 796,120.00 "
1007,Cus1475,Shirt,East,7/31/2023,12,40,480," 417,375.00 "
1008,Cus1317,Shoes,West,8/31/2023,4,15,60," 257,715.00 "
1009,Cus1253,Hat,North,9/30/2023,7,10,70," 332,060.00 "
1010,Cus1230,Socks,South,10/31/2023,9,30,270," 795,920.00 "
1011,Cus1196,Jacket,East,11/30/2023,6,35,210," 416,895.00 "
1012,Cus1232,Gloves,West,12/31/2023,5,20,100," 257,655.00 "
1013,Cus1068,Shirt,North,1/31/2024,8,50,400," 331,990.00 "
1014,Cus1220,Shoes,South,2/29/2024,10,60,600," 795,650.00 "
1015,Cus1257,Hat,East,3/31/2024,11,10,110," 416,685.00 "
1016,Cus1339,Socks,West,4/30/2024,4,20,80," 257,555.00 "
1017,Cus1292,Jacket,North,5/31/2024,3,30,90," 331,590.00 "
1018,Cus1043,Gloves,South,6/30/2024,12,25,300," 795,050.00 "
1019,Cus1420,Shoes,East,7/31/2024,5,15,75," 416,575.00 "
1020,Cus1312,Hat,West,8/31/2024,7,50,350," 257,475.00 "
1001,Cus1292,Shirt,North,1/31/2023,5,20,100," 331,500.00 "
1002,Cus1405,Shoes,South,2/28/2023,10,50,500," 794,750.00 "
1003,Cus1158,Hat,East,3/31/2023,7,15,105," 416,500.00 "
1004,Cus1327,Socks,West,4/30/2023,3,5,15," 257,125.00 "
1005,Cus1143,Jacket,North,5/31/2023,2,60,120," 331,400.00 "
1006,Cus1345,Gloves,South,6/30/2023,8,25,200," 794,250.00 "
1007,Cus1124,Shirt,East,7/31/2023,12,40,480," 416,395.00 "
1008,Cus1450,Shoes,West,8/31/2023,4,15,60," 257,110.00 "
1009,Cus1026,Hat,North,9/30/2023,7,10,70," 331,280.00 "
1010,Cus1165,Socks,South,10/31/2023,9,30,270," 794,050.00 "
1011,Cus1322,Jacket,East,11/30/2023,6,35,210," 415,915.00 "
1012,Cus1329,Gloves,West,12/31/2023,5,20,100," 257,050.00 "
1013,Cus1248,Shirt,North,1/31/2024,8,50,400," 331,210.00 "
1014,Cus1396,Shoes,South,2/29/2024,10,60,600," 793,780.00 "
1015,Cus1429,Hat,East,3/31/2024,11,10,110," 415,705.00 "
1016,Cus1377,Socks,West,4/30/2024,4,20,80," 256,950.00 "
1017,Cus1071,Jacket,North,5/31/2024,3,30,90," 330,810.00 "
1018,Cus1401,Gloves,South,6/30/2024,12,25,300," 793,180.00 "
1019,Cus1027,Shoes,East,7/31/2024,5,15,75," 415,595.00 "
1020,Cus1053,Hat,West,8/31/2024,7,50,350," 256,870.00 "
1001,Cus1182,Shirt,North,1/31/2023,5,20,100," 330,720.00 "
1002,Cus1099,Shoes,South,2/28/2023,10,50,500," 792,880.00 "
1003,Cus1287,Hat,East,3/31/2023,7,15,105," 415,520.00 "
1004,Cus1044,Socks,West,4/30/2023,3,5,15," 256,520.00 "
1005,Cus1106,Jacket,North,5/31/2023,2,60,120," 330,620.00 "
1006,Cus1210,Gloves,South,6/30/2023,8,25,200," 792,380.00 "
1007,Cus1466,Shirt,East,7/31/2023,12,40,480," 415,415.00 "
1008,Cus1327,Shoes,West,8/31/2023,4,15,60," 256,505.00 "
1009,Cus1143,Hat,North,9/30/2023,7,10,70," 330,500.00 "
1010,Cus1499,Socks,South,10/31/2023,9,30,270," 792,180.00 "
1011,Cus1077,Jacket,East,11/30/2023,6,35,210," 414,935.00 "
1012,Cus1295,Gloves,West,12/31/2023,5,20,100," 256,445.00 "
1013,Cus1362,Shirt,North,1/31/2024,8,50,400," 330,430.00 "
1014,Cus1337,Shoes,South,2/29/2024,10,60,600," 791,910.00 "
1015,Cus1297,Hat,East,3/31/2024,11,10,110," 414,725.00 "
1016,Cus1303,Socks,West,4/30/2024,4,20,80," 256,345.00 "
1017,Cus1118,Jacket,North,5/31/2024,3,30,90," 330,030.00 "
1018,Cus1340,Gloves,South,6/30/2024,12,25,300," 791,310.00 "
1019,Cus1119,Shoes,East,7/31/2024,5,15,75," 414,615.00 "
1020,Cus1265,Hat,West,8/31/2024,7,50,350," 256,265.00 "
1001,Cus1199,Shirt,North,1/31/2023,5,20,100," 329,940.00 "
1002,Cus1003,Shoes,South,2/28/2023,10,50,500," 791,010.00 "
1003,Cus1028,Hat,East,3/31/2023,7,15,105," 414,540.00 "
1004,Cus1403,Socks,West,4/30/2023,3,5,15," 255,915.00 "
1005,Cus1243,Jacket,North,5/31/2023,2,60,120," 329,840.00 "
1006,Cus1142,Gloves,South,6/30/2023,8,25,200," 790,510.00 "
1007,Cus1125,Shirt,East,7/31/2023,12,40,480," 414,435.00 "
1008,Cus1171,Shoes,West,8/31/2023,4,15,60," 255,900.00 "
1009,Cus1279,Hat,North,9/30/2023,7,10,70," 329,720.00 "
1010,Cus1068,Socks,South,10/31/2023,9,30,270," 790,310.00 "
1011,Cus1451,Jacket,East,11/30/2023,6,35,210," 413,955.00 "
1012,Cus1171,Gloves,West,12/31/2023,5,20,100," 255,840.00 "
1013,Cus1141,Shirt,North,1/31/2024,8,50,400," 329,650.00 "
1014,Cus1133,Shoes,South,2/29/2024,10,60,600," 790,040.00 "
1015,Cus1465,Hat,East,3/31/2024,11,10,110," 413,745.00 "
1016,Cus1485,Socks,West,4/30/2024,4,20,80," 255,740.00 "
1017,Cus1016,Jacket,North,5/31/2024,3,30,90," 329,250.00 "
1018,Cus1307,Gloves,South,6/30/2024,12,25,300," 789,440.00 "
1019,Cus1293,Shoes,East,7/31/2024,5,15,75," 413,635.00 "
1020,Cus1414,Hat,West,8/31/2024,7,50,350," 255,660.00 "
1001,Cus1015,Shirt,North,1/31/2023,5,20,100," 329,160.00 "
1002,Cus1397,Shoes,South,2/28/2023,10,50,500," 789,140.00 "
1003,Cus1419,Hat,East,3/31/2023,7,15,105," 413,560.00 "
1004,Cus1319,Socks,West,4/30/2023,3,5,15," 255,310.00 "
1005,Cus1394,Jacket,North,5/31/2023,2,60,120," 329,060.00 "
1006,Cus1397,Gloves,South,6/30/2023,8,25,200," 788,640.00 "
1007,Cus1168,Shirt,East,7/31/2023,12,40,480," 413,455.00 "
1008,Cus1291,Shoes,West,8/31/2023,4,15,60," 255,295.00 "
1009,Cus1434,Hat,North,9/30/2023,7,10,70," 328,940.00 "
1010,Cus1405,Socks,South,10/31/2023,9,30,270," 788,440.00 "
1011,Cus1044,Jacket,East,11/30/2023,6,35,210," 412,975.00 "
1012,Cus1153,Gloves,West,12/31/2023,5,20,100," 255,235.00 "
1013,Cus1136,Shirt,North,1/31/2024,8,50,400," 328,870.00 "
1014,Cus1053,Shoes,South,2/29/2024,10,60,600," 788,170.00 "
1015,Cus1393,Hat,East,3/31/2024,11,10,110," 412,765.00 "
1016,Cus1353,Socks,West,4/30/2024,4,20,80," 255,135.00 "
1017,Cus1002,Jacket,North,5/31/2024,3,30,90," 328,470.00 "
1018,Cus1194,Gloves,South,6/30/2024,12,25,300," 787,570.00 "
1019,Cus1197,Shoes,East,7/31/2024,5,15,75," 412,655.00 "
1020,Cus1461,Hat,West,8/31/2024,7,50,350," 255,055.00 "
1001,Cus1485,Shirt,North,1/31/2023,5,20,100," 328,380.00 "
1002,Cus1197,Shoes,South,2/28/2023,10,50,500," 787,270.00 "
1003,Cus1213,Hat,East,3/31/2023,7,15,105," 412,580.00 "
1004,Cus1092,Socks,West,4/30/2023,3,5,15," 254,705.00 "
1005,Cus1438,Jacket,North,5/31/2023,2,60,120," 328,280.00 "
1006,Cus1396,Gloves,South,6/30/2023,8,25,200," 786,770.00 "
1007,Cus1337,Shirt,East,7/31/2023,12,40,480," 412,475.00 "
1008,Cus1074,Shoes,West,8/31/2023,4,15,60," 254,690.00 "
1009,Cus1308,Hat,North,9/30/2023,7,10,70," 328,160.00 "
1010,Cus1391,Socks,South,10/31/2023,9,30,270," 786,570.00 "
1011,Cus1203,Jacket,East,11/30/2023,6,35,210," 411,995.00 "
1012,Cus1276,Gloves,West,12/31/2023,5,20,100," 254,630.00 "
1013,Cus1016,Shirt,North,1/31/2024,8,50,400," 328,090.00 "
1014,Cus1022,Shoes,South,2/29/2024,10,60,600," 786,300.00 "
1015,Cus1381,Hat,East,3/31/2024,11,10,110," 411,785.00 "
1016,Cus1111,Socks,West,4/30/2024,4,20,80," 254,530.00 "
1017,Cus1400,Jacket,North,5/31/2024,3,30,90," 327,690.00 "
1018,Cus1487,Gloves,South,6/30/2024,12,25,300," 785,700.00 "
1019,Cus1110,Shoes,East,7/31/2024,5,15,75," 411,675.00 "
1020,Cus1007,Hat,West,8/31/2024,7,50,350," 254,450.00 "
1001,Cus1170,Shirt,North,1/31/2023,5,20,100," 327,600.00 "
1002,Cus1041,Shoes,South,2/28/2023,10,50,500," 785,400.00 "
1003,Cus1183,Hat,East,3/31/2023,7,15,105," 411,600.00 "
1004,Cus1357,Socks,West,4/30/2023,3,5,15," 254,100.00 "
1005,Cus1302,Jacket,North,5/31/2023,2,60,120," 327,500.00 "
1006,Cus1301,Gloves,South,6/30/2023,8,25,200," 784,900.00 "
1007,Cus1322,Shirt,East,7/31/2023,12,40,480," 411,495.00 "
1008,Cus1308,Shoes,West,8/31/2023,4,15,60," 254,085.00 "
1009,Cus1339,Hat,North,9/30/2023,7,10,70," 327,380.00 "
1010,Cus1167,Socks,South,10/31/2023,9,30,270," 784,700.00 "
1011,Cus1476,Jacket,East,11/30/2023,6,35,210," 411,015.00 "
1012,Cus1352,Gloves,West,12/31/2023,5,20,100," 254,025.00 "
1013,Cus1133,Shirt,North,1/31/2024,8,50,400," 327,310.00 "
1014,Cus1216,Shoes,South,2/29/2024,10,60,600," 784,430.00 "
1015,Cus1104,Hat,East,3/31/2024,11,10,110," 410,805.00 "
1016,Cus1211,Socks,West,4/30/2024,4,20,80," 253,925.00 "
1017,Cus1178,Jacket,North,5/31/2024,3,30,90," 326,910.00 "
1018,Cus1229,Gloves,South,6/30/2024,12,25,300," 783,830.00 "
1019,Cus1210,Shoes,East,7/31/2024,5,15,75," 410,695.00 "
1020,Cus1172,Hat,West,8/31/2024,7,50,350," 253,845.00 "
1001,Cus1122,Shirt,North,1/31/2023,5,20,100," 326,820.00 "
1002,Cus1036,Shoes,South,2/28/2023,10,50,500," 783,530.00 "
1003,Cus1339,Hat,East,3/31/2023,7,15,105," 410,620.00 "
1004,Cus1247,Socks,West,4/30/2023,3,5,15," 253,495.00 "
1005,Cus1339,Jacket,North,5/31/2023,2,60,120," 326,720.00 "
1006,Cus1302,Gloves,South,6/30/2023,8,25,200," 783,030.00 "
1007,Cus1112,Shirt,East,7/31/2023,12,40,480," 410,515.00 "
1008,Cus1183,Shoes,West,8/31/2023,4,15,60," 253,480.00 "
1009,Cus1005,Hat,North,9/30/2023,7,10,70," 326,600.00 "
1010,Cus1336,Socks,South,10/31/2023,9,30,270," 782,830.00 "
1011,Cus1121,Jacket,East,11/30/2023,6,35,210," 410,035.00 "
1012,Cus1331,Gloves,West,12/31/2023,5,20,100," 253,420.00 "
1013,Cus1368,Shirt,North,1/31/2024,8,50,400," 326,530.00 "
1014,Cus1331,Shoes,South,2/29/2024,10,60,600," 782,560.00 "
1015,Cus1308,Hat,East,3/31/2024,11,10,110," 409,825.00 "
1016,Cus1474,Socks,West,4/30/2024,4,20,80," 253,320.00 "
1017,Cus1405,Jacket,North,5/31/2024,3,30,90," 326,130.00 "
1018,Cus1350,Gloves,South,6/30/2024,12,25,300," 781,960.00 "
1019,Cus1008,Shoes,East,7/31/2024,5,15,75," 409,715.00 "
1020,Cus1284,Hat,West,8/31/2024,7,50,350," 253,240.00 "
1001,Cus1483,Shirt,North,1/31/2023,5,20,100," 326,040.00 "
1002,Cus1126,Shoes,South,2/28/2023,10,50,500," 781,660.00 "
1003,Cus1479,Hat,East,3/31/2023,7,15,105," 409,640.00 "
1004,Cus1069,Socks,West,4/30/2023,3,5,15," 252,890.00 "
1005,Cus1415,Jacket,North,5/31/2023,2,60,120," 325,940.00 "
1006,Cus1271,Gloves,South,6/30/2023,8,25,200," 781,160.00 "
1007,Cus1390,Shirt,East,7/31/2023,12,40,480," 409,535.00 "
1008,Cus1464,Shoes,West,8/31/2023,4,15,60," 252,875.00 "
1009,Cus1098,Hat,North,9/30/2023,7,10,70," 325,820.00 "
1010,Cus1293,Socks,South,10/31/2023,9,30,270," 780,960.00 "
